chrom	start	gene	strand	LIC-dRNA-nonpolyA	LIC-dRNA-cDNA-polyA	LIC-dRNA-polyA	Q29-dRNA-nonpolyA-R1	Q29-dRNA-nonpolyA-R2	clusters
NC_005823.1	2097100	LIC_RS08780	-	NA	NA	NA	NA	2096161;2	1698
NC_005823.1	2097101	LIC_RS08780	-	NA	NA	NA	2096306;10	NA	1698
NC_005823.1	2099110	unaware	-	NA	NA	NA	2098834;2	NA	1699
NC_005823.1	2100692	LIC_RS08805	-	NA	NA	NA	2100376;13	NA	1700
NC_005823.1	2100695	LIC_RS08805	-	NA	NA	NA	NA	2100353;2	1700
NC_005823.1	2100776	LIC_RS08805	-	NA	NA	NA	2100377;8	NA	1701
NC_005823.1	2100779	LIC_RS08805	-	NA	NA	NA	NA	2100556;1	1701
NC_005823.1	2103257	unaware	-	NA	NA	NA	NA	2102972;10	1702
NC_005823.1	2103271	LIC_RS08815	-	NA	NA	NA	2102891;16	NA	1703
NC_005823.1	2103329	LIC_RS08815	-	NA	NA	NA	NA	2102970;2	1704
NC_005823.1	2103351	LIC_RS08815	-	NA	NA	NA	2102973;15	NA	1705
NC_005823.1	2103353	LIC_RS08815	-	NA	NA	NA	NA	2102972;3	1705
NC_005823.1	2104246	unaware	-	NA	NA	NA	2104082;2	NA	1706
NC_005823.1	2106730	unaware	-	NA	NA	NA	2106326;2	NA	1707
NC_005823.1	2109043	unaware	-	NA	NA	NA	2108418;2	NA	1708
NC_005823.1	2110709	unaware	-	NA	NA	NA	2110380;2	NA	1709
NC_005823.1	2111027	unaware	-	NA	NA	NA	2110839;2	NA	1710
NC_005823.1	2115443	unaware	-	2114549;2	NA	NA	NA	NA	1711
NC_005823.1	2115794	LIC_RS08860	-	NA	NA	NA	2114693;8	NA	1712
NC_005823.1	2115833	LIC_RS08860	-	2115366;2	NA	NA	NA	2115168;3	1713
NC_005823.1	2115834	LIC_RS08860	-	NA	NA	NA	2115257;7	NA	1713
NC_005823.1	2116554	LIC_RS08865	-	NA	NA	NA	2116035;1	NA	1714
NC_005823.1	2116584	LIC_RS08865	-	NA	NA	NA	2116241;1	NA	1715
NC_005823.1	2117483	unaware	-	NA	NA	NA	NA	2116930;2	1716
NC_005823.1	2118624	unaware	-	2117782;3	NA	NA	NA	NA	1717
NC_005823.1	2118783	LIC_RS08870	-	NA	NA	NA	2117757;2	NA	1718
NC_005823.1	2118813	LIC_RS08870	-	NA	NA	NA	NA	2118472;1	1719
NC_005823.1	2118950	LIC_RS08870	-	NA	NA	NA	NA	2117767;1	1720
NC_005823.1	2118980	LIC_RS08870	-	NA	NA	NA	NA	2118473;1	1721
NC_005823.1	2119333	unaware	-	NA	NA	NA	NA	2118217;6	1722
NC_005823.1	2120424	unaware	-	2120252;2	NA	NA	NA	NA	1723
NC_005823.1	2122921	unaware	-	NA	NA	NA	NA	2122703;2	1724
NC_005823.1	2124450	unaware	-	NA	NA	NA	NA	2123860;2	1725
NC_005823.1	2124641	unaware	-	NA	NA	NA	2123271;7	NA	1726
NC_005823.1	2124979	unaware	-	NA	NA	NA	2124487;3	NA	1727
NC_005823.1	2126207	LIC_RS08880	-	NA	NA	NA	2125176;4	NA	1728
NC_005823.1	2126234	LIC_RS08880	-	NA	NA	NA	NA	2125183;1	1729
NC_005823.1	2126348	LIC_RS08880	-	NA	NA	NA	NA	2125352;2	1730
NC_005823.1	2127528	LIC_RS08885	-	2126526;1	NA	NA	NA	NA	1731
NC_005823.1	2127529	LIC_RS08885	-	NA	NA	NA	2126777;9	NA	1731
NC_005823.1	2127532	LIC_RS08885	-	NA	NA	NA	NA	2126701;3	1731
NC_005823.1	2127614	LIC_RS08885	-	2127429;1	NA	NA	NA	NA	1732
NC_005823.1	2127818	unaware	-	NA	NA	NA	NA	2127468;2	1733
NC_005823.1	2127898	LIC_RS08885	-	2127190;1	NA	NA	NA	NA	1734
NC_005823.1	2127901	LIC_RS08890	-	NA	2127697;1	NA	NA	NA	1734
NC_005823.1	2127905	LIC_RS08890	-	NA	NA	NA	2127193;3	NA	1734
NC_005823.1	2127910	LIC_RS08890	-	2127519;1	NA	NA	NA	NA	1734
NC_005823.1	2128086	unaware	-	NA	NA	NA	2127072;2	NA	1735
NC_005823.1	2128324	LIC_RS08895	-	NA	NA	NA	2128101;1	NA	1736
NC_005823.1	2128356	LIC_RS08890	-	NA	2127762;1	NA	NA	NA	1737
NC_005823.1	2128427	LIC_RS08895	-	NA	NA	NA	2128214;1	NA	1738
NC_005823.1	2129380	unaware	-	NA	NA	NA	2129064;2	NA	1739
NC_005823.1	2137168	unaware	-	NA	NA	NA	NA	2136577;2	1740
NC_005823.1	2137201	unaware	-	NA	NA	NA	2136321;4	NA	1741
NC_005823.1	2140831	LIC_RS08940	-	NA	NA	NA	2140385;22	NA	1742
NC_005823.1	2140835	LIC_RS08940	-	NA	NA	NA	NA	2140223;4	1742
NC_005823.1	2144012	unaware	-	NA	NA	NA	NA	2143730;2	1743
NC_005823.1	2148313	unaware	-	NA	NA	NA	NA	2148016;3	1744
NC_005823.1	2149801	unaware	-	NA	NA	NA	2148607;15	NA	1745
NC_005823.1	2150396	LIC_RS08965	-	NA	NA	NA	2150082;3	NA	1746
NC_005823.1	2150496	LIC_RS08965	-	NA	NA	NA	2150214;5	NA	1747
NC_005823.1	2150699	LIC_RS08965	-	NA	NA	NA	NA	2150017;3	1748
NC_005823.1	2151423	LIC_RS08970	-	NA	NA	NA	2150401;9	NA	1749
NC_005823.1	2151434	LIC_RS08970	-	NA	NA	NA	NA	2150464;5	1750
NC_005823.1	2151478	LIC_RS08970	-	2150942;1	NA	NA	2150761;13	NA	1751
NC_005823.1	2151826	LIC_RS08975	-	NA	NA	NA	NA	2150076;1	1752
NC_005823.1	2151832	LIC_RS08975	-	NA	NA	NA	2151439;3	NA	1752
NC_005823.1	2151916	LIC_RS08970	-	2150964;1	NA	NA	NA	NA	1753
NC_005823.1	2151933	LIC_RS08975	-	NA	NA	NA	NA	2151058;1	1754
NC_005823.1	2152587	LIC_RS08980	-	NA	NA	NA	2152402;31	NA	1755
NC_005823.1	2152590	LIC_RS08980	-	NA	NA	NA	NA	2152400;11	1755
NC_005823.1	2152684	LIC_RS08980	-	NA	NA	NA	2152436;18	NA	1756
NC_005823.1	2152743	unaware	-	2152400;38	NA	NA	2152400;526	2152400;136	1757
NC_005823.1	2152743	LIC_RS08980	-	NA	2152399;2	2152406;3	NA	NA	1757
NC_005823.1	2152960	LIC_RS08985	-	NA	NA	NA	2152450;6	NA	1758
NC_005823.1	2153185	unaware	-	NA	NA	NA	2152494;4	NA	1759
NC_005823.1	2157077	LIC_RS09005	-	NA	NA	NA	2156636;7	NA	1760
NC_005823.1	2157192	LIC_RS09005	-	NA	NA	NA	NA	2156404;1	1761
NC_005823.1	2157392	LIC_RS09005	-	NA	NA	NA	NA	2156256;2	1762
NC_005823.1	2157398	unaware	-	NA	NA	NA	2157094;12	NA	1762
NC_005823.1	2162696	unaware	-	NA	NA	NA	2162015;38	2162012;7	1763
NC_005823.1	2162733	LIC_RS09035	-	NA	NA	NA	NA	2161793;2	1764
NC_005823.1	2162997	unaware	-	NA	NA	NA	2162015;3	NA	1765
NC_005823.1	2167584	LIC_RS09055	-	2167039;4	NA	NA	NA	NA	1766
NC_005823.1	2167588	LIC_RS09055	-	NA	NA	NA	NA	2166765;5	1766
NC_005823.1	2167589	LIC_RS09055	-	NA	NA	NA	2166858;11	NA	1766
NC_005823.1	2168475	LIC_RS09060	-	NA	NA	NA	2167344;11	NA	1767
NC_005823.1	2168476	LIC_RS09060	-	NA	NA	NA	NA	2168302;5	1767
NC_005823.1	2168494	LIC_RS23340	-	NA	NA	2168185;1	2167818;44	NA	1768
NC_005823.1	2168494	LIC_RS09060	-	NA	NA	NA	NA	2166933;8	1768
NC_005823.1	2168495	LIC_RS09060	-	2166842;7	NA	NA	NA	NA	1768
NC_005823.1	2168603	LIC_RS09060	-	NA	2167676;1	NA	NA	NA	1769
NC_005823.1	2168603	LIC_RS23340	-	NA	NA	NA	2168440;27	NA	1769
NC_005823.1	2168627	LIC_RS23340	-	NA	NA	2168396;1	NA	NA	1770
NC_005823.1	2168761	LIC_RS09060	-	NA	2167741;1	NA	NA	NA	1771
NC_005823.1	2168772	unaware	-	2168615;27	NA	NA	2168616;213	2168474;85	1772
NC_005823.1	2169379	unaware	-	2168626;3	NA	NA	NA	NA	1773
NC_005823.1	2169910	unaware	-	2169622;2	NA	NA	NA	NA	1774
NC_005823.1	2169911	unaware	-	NA	NA	NA	NA	2169698;6	1774
NC_005823.1	2171434	LIC_RS09075	-	NA	NA	NA	2170198;4	NA	1775
NC_005823.1	2171735	LIC_RS09075	-	NA	NA	NA	NA	2171203;2	1776
NC_005823.1	2171974	LIC_RS09080	-	NA	NA	NA	2171741;26	2171212;4	1777
NC_005823.1	2172161	LIC_RS09080	-	NA	NA	NA	NA	2170535;4	1778
NC_005823.1	2173159	LIC_RS09085	-	NA	NA	NA	2172570;46	2172778;16	1779
NC_005823.1	2173208	LIC_RS09085	-	NA	NA	NA	2172784;30	NA	1780
NC_005823.1	2173390	LIC_RS09085	-	NA	2172976;1	NA	NA	NA	1781
NC_005823.1	2174052	LIC_RS09085	-	NA	2172877;1	NA	NA	NA	1782
NC_005823.1	2174059	LIC_RS09090	-	NA	NA	2173895;1	NA	NA	1782
NC_005823.1	2174079	LIC_RS09085	-	NA	2173019;1	NA	NA	NA	1783
NC_005823.1	2174080	LIC_RS09090	-	2171953;8	NA	NA	2173754;138	2173133;46	1783
NC_005823.1	2174103	LIC_RS09090	-	NA	2173400;2	NA	NA	NA	1784
NC_005823.1	2174249	LIC_RS09090	-	2173165;7	NA	NA	NA	NA	1785
NC_005823.1	2174729	LIC_RS09090	-	NA	NA	2173048;1	NA	NA	1786
NC_005823.1	2175161	LIC_RS09095	-	2174460;23	2174259;6	NA	2174461;215	2174665;46	1787
NC_005823.1	2175220	unaware	-	NA	NA	NA	NA	2174079;2	1788
NC_005823.1	2175762	unaware	-	NA	NA	NA	2175273;6	NA	1789
NC_005823.1	2177574	unaware	-	NA	NA	NA	2176796;4	NA	1790
NC_005823.1	2179332	unaware	-	2178779;2	NA	NA	NA	NA	1791
NC_005823.1	2180348	LIC_RS09120	-	2180078;1	NA	NA	NA	NA	1792
NC_005823.1	2180372	LIC_RS09120	-	NA	NA	NA	2179553;6	NA	1793
NC_005823.1	2180374	LIC_RS09120	-	2179959;1	NA	NA	NA	NA	1793
NC_005823.1	2180508	LIC_RS09120	-	NA	NA	NA	NA	2179352;2	1794
NC_005823.1	2180569	LIC_RS09120	-	2180157;1	NA	NA	NA	NA	1795
NC_005823.1	2180808	unaware	-	2180421;2	NA	NA	NA	NA	1796
NC_005823.1	2181441	LIC_RS09125	-	2180970;2	NA	NA	NA	2180561;10	1797
NC_005823.1	2182512	LIC_RS09130	-	NA	NA	NA	2181990;36	NA	1798
NC_005823.1	2182514	LIC_RS09130	-	2182329;1	NA	NA	NA	NA	1798
NC_005823.1	2182524	LIC_RS09130	-	NA	NA	NA	NA	2181842;5	1798
NC_005823.1	2182657	LIC_RS09130	-	2182370;1	NA	NA	NA	NA	1799
NC_005823.1	2182664	LIC_RS09130	-	NA	2181706;1	NA	NA	NA	1799
NC_005823.1	2182788	LIC_RS09130	-	NA	NA	2182038;1	NA	NA	1800
NC_005823.1	2182957	LIC_RS09130	-	NA	2181889;1	NA	NA	NA	1801
NC_005823.1	2183112	LIC_RS09130	-	NA	NA	2182434;1	NA	NA	1802
NC_005823.1	2184229	LIC_RS09135	-	2182382;13	2183190;4	NA	2183867;103	2183682;30	1803
NC_005823.1	2184286	unaware	-	2184124;2	NA	NA	NA	NA	1804
NC_005823.1	2184619	unaware	-	NA	NA	NA	2183112;4	NA	1805
NC_005823.1	2185000	unaware	-	NA	NA	NA	NA	2184703;3	1806
NC_005823.1	2186307	LIC_RS09140	-	NA	NA	NA	2185808;3	NA	1807
NC_005823.1	2186325	LIC_RS09140	-	2186016;1	NA	NA	NA	NA	1808
NC_005823.1	2186416	LIC_RS09140	-	2186021;1	NA	NA	NA	NA	1809
NC_005823.1	2186422	unaware	-	NA	NA	NA	2185619;12	NA	1809
NC_005823.1	2186473	unaware	-	NA	NA	NA	2185997;2	NA	1810
NC_005823.1	2187250	unaware	-	2186712;2	NA	NA	NA	NA	1811
NC_005823.1	2187763	unaware	-	NA	NA	NA	2187327;2	NA	1812
NC_005823.1	2188664	unaware	-	NA	NA	NA	NA	2188512;2	1813
NC_005823.1	2189152	unaware	-	NA	NA	NA	2188964;7	NA	1814
NC_005823.1	2189479	unaware	-	2189233;2	NA	NA	NA	NA	1815
NC_005823.1	2190154	unaware	-	NA	NA	NA	NA	2189708;2	1816
NC_005823.1	2193749	LIC_RS09175	-	NA	NA	NA	2192711;5	NA	1817
NC_005823.1	2194549	unaware	-	NA	NA	NA	NA	2193670;7	1818
NC_005823.1	2194773	LIC_RS09180	-	2194666;3	NA	NA	2194534;27	NA	1819
NC_005823.1	2194781	LIC_RS09180	-	NA	NA	NA	NA	2194421;3	1819
NC_005823.1	2195327	unaware	-	NA	NA	NA	NA	2194776;2	1820
NC_005823.1	2199207	unaware	-	NA	NA	NA	2198804;4	NA	1821
NC_005823.1	2199475	unaware	-	NA	NA	NA	NA	2198895;2	1822
NC_005823.1	2199480	unaware	-	NA	NA	NA	2198951;2	NA	1822
NC_005823.1	2201008	unaware	-	NA	NA	NA	2200650;14	NA	1823
NC_005823.1	2201018	unaware	-	NA	NA	NA	NA	2200650;5	1823
NC_005823.1	2203117	unaware	-	NA	NA	NA	NA	2202556;2	1824
NC_005823.1	2203420	LIC_RS09230	-	NA	NA	NA	2202606;3	NA	1825
NC_005823.1	2204902	LIC_RS09235	-	NA	NA	NA	NA	2204458;2	1826
NC_005823.1	2204925	LIC_RS09235	-	2204713;1	NA	NA	NA	NA	1827
NC_005823.1	2205070	LIC_RS09235	-	2204758;1	NA	NA	NA	NA	1828
NC_005823.1	2205110	LIC_RS09235	-	NA	NA	NA	2204559;9	NA	1829
NC_005823.1	2206632	LIC_RS09240	-	2205825;1	NA	NA	NA	NA	1830
NC_005823.1	2206720	LIC_RS09240	-	NA	NA	NA	2205767;4	NA	1831
NC_005823.1	2206807	LIC_RS09240	-	2206578;6	NA	NA	NA	NA	1832
NC_005823.1	2206809	unaware	-	NA	NA	NA	2206578;132	NA	1832
NC_005823.1	2206809	LIC_RS09240	-	NA	NA	NA	NA	2206578;26	1832
NC_005823.1	2207006	unaware	-	NA	2206498;2	NA	NA	NA	1833
NC_005823.1	2209076	LIC_RS09245	-	NA	NA	NA	NA	2208356;4	1834
NC_005823.1	2209314	LIC_RS09250	-	NA	NA	NA	2208533;5	NA	1835
NC_005823.1	2209315	LIC_RS09250	-	NA	NA	NA	NA	2208844;2	1835
NC_005823.1	2209316	LIC_RS09250	-	2208778;2	NA	NA	NA	NA	1835
NC_005823.1	2209465	unaware	-	2208357;2	NA	NA	NA	NA	1836
NC_005823.1	2210544	LIC_RS09255	-	NA	NA	NA	2210295;2	NA	1837
NC_005823.1	2211038	LIC_RS09260	-	NA	2210312;2	NA	2210562;57	NA	1838
NC_005823.1	2211039	LIC_RS09260	-	NA	NA	NA	NA	2210596;19	1838
NC_005823.1	2211042	LIC_RS09260	-	2210480;4	NA	NA	NA	NA	1838
NC_005823.1	2212244	unaware	-	2211969;2	NA	NA	NA	NA	1839
NC_005823.1	2214530	LIC_RS09275	-	2214127;1	NA	NA	NA	NA	1840
NC_005823.1	2214538	LIC_RS09275	-	NA	NA	NA	2214162;4	NA	1840
NC_005823.1	2214643	LIC_RS09275	-	2214408;1	NA	NA	NA	NA	1841
NC_005823.1	2214708	LIC_RS09275	-	2214366;1	NA	NA	NA	NA	1842
NC_005823.1	2215500	LIC_RS09280	-	NA	NA	NA	2214971;18	NA	1843
NC_005823.1	2215567	LIC_RS09280	-	NA	2215281;1	NA	NA	NA	1844
NC_005823.1	2215599	LIC_RS09280	-	NA	NA	NA	2214970;21	NA	1845
NC_005823.1	2215601	LIC_RS09280	-	NA	NA	NA	NA	2214967;16	1845
NC_005823.1	2215603	LIC_RS09280	-	2214967;4	NA	NA	NA	NA	1845
NC_005823.1	2216138	LIC_RS09285	-	NA	NA	NA	2214967;9	2214800;2	1846
NC_005823.1	2216151	LIC_RS09285	-	NA	NA	NA	NA	2215568;1	1847
NC_005823.1	2216259	LIC_RS09285	-	NA	NA	NA	2214996;8	NA	1848
NC_005823.1	2216412	LIC_RS09280	-	NA	2215427;1	NA	NA	NA	1849
NC_005823.1	2216504	LIC_RS09285	-	NA	2215852;1	NA	NA	NA	1850
NC_005823.1	2217601	LIC_RS09290	-	2217250;12	NA	NA	NA	NA	1851
NC_005823.1	2217602	LIC_RS09290	-	NA	NA	NA	2216835;97	NA	1851
NC_005823.1	2217603	LIC_RS09290	-	NA	NA	NA	NA	2216600;30	1851
NC_005823.1	2218196	unaware	-	2217642;2	NA	NA	NA	NA	1852
NC_005823.1	2218878	unaware	-	2217590;2	NA	NA	NA	NA	1853
NC_005823.1	2219246	LIC_RS09295	-	2218790;3	NA	NA	2219002;28	2218791;6	1854
NC_005823.1	2219955	LIC_RS09300	-	NA	NA	NA	NA	2219134;2	1855
NC_005823.1	2219983	LIC_RS09300	-	NA	NA	NA	2219584;14	NA	1856
NC_005823.1	2219988	LIC_RS09300	-	2219546;2	NA	NA	NA	NA	1856
NC_005823.1	2220102	LIC_RS09300	-	2219543;1	NA	NA	NA	NA	1857
NC_005823.1	2220641	LIC_RS09305	-	NA	NA	NA	NA	2220505;5	1858
NC_005823.1	2220646	LIC_RS09305	-	NA	NA	NA	2219544;13	NA	1858
NC_005823.1	2220721	LIC_RS09305	-	NA	NA	NA	NA	2220138;6	1859
NC_005823.1	2221333	LIC_RS09310	-	NA	NA	NA	NA	2220630;4	1860
NC_005823.1	2221819	unaware	-	2221090;2	NA	NA	NA	NA	1861
NC_005823.1	2222177	LIC_RS09315	-	NA	NA	NA	NA	2221066;13	1862
NC_005823.1	2222178	LIC_RS09315	-	2221892;1	NA	NA	2221508;52	NA	1862
NC_005823.1	2222610	unaware	-	NA	NA	NA	NA	2222077;4	1863
NC_005823.1	2222616	LIC_RS09315	-	2222129;1	NA	NA	NA	NA	1863
NC_005823.1	2222778	unaware	-	NA	NA	NA	2222084;2	NA	1864
NC_005823.1	2225357	unaware	-	NA	NA	NA	2225005;4	NA	1865
NC_005823.1	2225360	unaware	-	NA	NA	NA	NA	2225093;2	1865
NC_005823.1	2228499	unaware	-	2227302;2	NA	NA	NA	NA	1866
NC_005823.1	2228930	LIC_RS09340	-	NA	NA	NA	2228760;25	NA	1867
NC_005823.1	2228932	LIC_RS09340	-	NA	NA	NA	NA	2228760;9	1867
NC_005823.1	2230903	LIC_RS09355	-	2230042;6	NA	NA	2229916;40	2230349;12	1868
NC_005823.1	2230941	unaware	-	NA	NA	NA	2230011;6	NA	1869
NC_005823.1	2230948	unaware	-	NA	NA	NA	NA	2229578;2	1869
NC_005823.1	2231693	unaware	-	NA	NA	NA	NA	2231484;2	1870
NC_005823.1	2232355	unaware	-	2231923;7	NA	NA	NA	NA	1871
NC_005823.1	2232891	LIC_RS09365	-	NA	NA	NA	2232729;30	NA	1872
NC_005823.1	2232908	LIC_RS09365	-	NA	NA	NA	NA	2231838;4	1873
NC_005823.1	2233794	unaware	-	2233510;2	NA	NA	NA	2233486;42	1874
NC_005823.1	2233796	unaware	-	NA	NA	NA	2233457;118	NA	1874
NC_005823.1	2233999	LIC_RS09370	-	NA	NA	NA	2233458;2	NA	1875
NC_005823.1	2235121	LIC_RS09375	-	NA	NA	NA	2234756;15	NA	1876
NC_005823.1	2235122	LIC_RS09375	-	NA	NA	NA	NA	2234118;6	1876
NC_005823.1	2235168	LIC_RS09375	-	NA	NA	NA	2234673;16	NA	1877
NC_005823.1	2235237	LIC_RS09375	-	2234705;5	NA	NA	NA	NA	1878
NC_005823.1	2235697	unaware	-	2235425;9	NA	NA	NA	NA	1879
NC_005823.1	2235863	unaware	-	NA	NA	NA	2234833;51	NA	1880
NC_005823.1	2235864	unaware	-	2235576;2	NA	NA	NA	NA	1880
NC_005823.1	2236018	LIC_RS09380	-	NA	NA	NA	2234258;2	NA	1881
NC_005823.1	2236102	LIC_RS09380	-	NA	NA	NA	NA	2235248;3	1882
NC_005823.1	2236281	unaware	-	2235897;3	NA	NA	NA	NA	1883
NC_005823.1	2237278	unaware	-	NA	NA	NA	2236891;30	NA	1884
NC_005823.1	2237351	LIC_RS09385	-	2236387;2	NA	NA	2236891;6	NA	1885
NC_005823.1	2237750	LIC_RS09390	-	NA	NA	NA	2237267;7	NA	1886
NC_005823.1	2238039	LIC_RS09390	-	NA	NA	NA	2237743;3	NA	1887
NC_005823.1	2238047	unaware	-	NA	NA	NA	NA	2237631;4	1887
NC_005823.1	2239686	unaware	-	NA	NA	NA	2239319;3	NA	1888
NC_005823.1	2240605	unaware	-	2240331;2	NA	NA	NA	NA	1889
NC_005823.1	2241259	LIC_RS09410	-	NA	NA	NA	2241073;76	2241026;11	1890
NC_005823.1	2241281	LIC_RS09410	-	2241096;6	NA	NA	NA	NA	1891
NC_005823.1	2241654	unaware	-	2241259;6	NA	NA	NA	2240967;9	1892
NC_005823.1	2242265	unaware	-	NA	NA	NA	2242005;2	NA	1893
NC_005823.1	2246598	LIC_RS09435	-	NA	NA	NA	2246087;59	NA	1894
NC_005823.1	2246599	LIC_RS09435	-	NA	NA	NA	NA	2245670;13	1894
NC_005823.1	2246604	LIC_RS09435	-	2245680;7	NA	NA	NA	NA	1894
NC_005823.1	2247296	unaware	-	NA	NA	NA	2246992;2	NA	1895
NC_005823.1	2248872	unaware	-	NA	NA	NA	2248599;2	NA	1896
NC_005823.1	2250498	unaware	-	NA	NA	NA	NA	2249713;3	1897
NC_005823.1	2251124	LIC_RS09455	-	2250516;2	NA	NA	NA	2249907;2	1898
NC_005823.1	2251127	LIC_RS09455	-	NA	NA	NA	2249910;13	NA	1898
NC_005823.1	2252149	unaware	-	NA	NA	NA	2251938;2	NA	1899
NC_005823.1	2256402	LIC_RS09485	-	NA	NA	NA	NA	2256135;1	1900
NC_005823.1	2256415	LIC_RS09485	-	NA	NA	NA	2255885;18	NA	1901
NC_005823.1	2256454	LIC_RS09485	-	NA	NA	NA	NA	2255647;1	1902
NC_005823.1	2256604	LIC_RS09485	-	NA	NA	NA	NA	2256135;1	1903
NC_005823.1	2257534	unaware	-	NA	NA	NA	NA	2256830;9	1904
NC_005823.1	2257537	unaware	-	2256931;3	NA	NA	NA	NA	1904
NC_005823.1	2257594	LIC_RS09490	-	NA	NA	NA	2257256;1	NA	1905
NC_005823.1	2257778	LIC_RS09490	-	NA	NA	NA	2257511;1	NA	1906
NC_005823.1	2257854	LIC_RS09490	-	NA	NA	NA	2257455;1	NA	1907
NC_005823.1	2259129	LIC_RS09495	-	NA	NA	NA	2258738;2	NA	1908
NC_005823.1	2259295	LIC_RS09495	-	NA	NA	NA	NA	2258345;2	1909
NC_005823.1	2260310	LIC_RS09500	-	2260054;1	NA	NA	NA	NA	1910
NC_005823.1	2260413	LIC_RS09500	-	NA	NA	NA	2259920;5	NA	1911
NC_005823.1	2260432	LIC_RS09500	-	2260103;1	NA	NA	NA	2260147;2	1912
NC_005823.1	2260447	LIC_RS09500	-	NA	NA	NA	2260020;10	NA	1913
NC_005823.1	2260692	unaware	-	NA	NA	NA	2259646;3	NA	1914
NC_005823.1	2260692	LIC_RS09500	-	NA	NA	NA	NA	2259196;1	1914
NC_005823.1	2261372	LIC_RS09505	-	NA	NA	NA	2261237;1	NA	1915
NC_005823.1	2261545	LIC_RS09505	-	NA	NA	NA	2261293;1	NA	1916
NC_005823.1	2261553	LIC_RS09505	-	NA	NA	NA	NA	2261181;2	1916
NC_005823.1	2262433	unaware	-	2262081;3	NA	NA	NA	NA	1917
NC_005823.1	2262469	LIC_RS09510	-	NA	NA	NA	NA	2261169;2	1918
NC_005823.1	2262470	LIC_RS09510	-	NA	NA	NA	2261461;4	NA	1918
NC_005823.1	2263234	unaware	-	NA	NA	NA	NA	2262082;8	1919
NC_005823.1	2264059	LIC_RS09515	-	NA	NA	NA	2262502;5	NA	1920
NC_005823.1	2264378	LIC_RS09520	-	NA	NA	NA	NA	2263331;3	1921
NC_005823.1	2264382	LIC_RS09520	-	NA	NA	NA	2263896;24	NA	1921
NC_005823.1	2264383	LIC_RS09520	-	2263902;2	NA	NA	NA	NA	1921
NC_005823.1	2264416	LIC_RS09520	-	2263902;1	NA	NA	NA	NA	1922
NC_005823.1	2264419	LIC_RS09520	-	NA	NA	NA	2263852;12	2263852;5	1922
NC_005823.1	2265229	unaware	-	NA	NA	NA	NA	2264361;9	1923
NC_005823.1	2265301	unaware	-	2264384;2	NA	NA	NA	NA	1924
NC_005823.1	2265310	unaware	-	NA	NA	NA	2264818;32	2264387;3	1924
NC_005823.1	2265533	LIC_RS09525	-	NA	NA	NA	2264546;1	NA	1925
NC_005823.1	2265855	LIC_RS09525	-	NA	NA	NA	2265335;1	NA	1926
NC_005823.1	2267540	LIC_RS09535	-	2267380;1	NA	NA	NA	NA	1927
NC_005823.1	2267552	LIC_RS09535	-	NA	NA	NA	2267191;40	NA	1928
NC_005823.1	2267553	LIC_RS09535	-	NA	NA	NA	NA	2266784;10	1928
NC_005823.1	2267554	LIC_RS09535	-	2266800;1	NA	NA	NA	NA	1928
NC_005823.1	2267673	LIC_RS09535	-	2267374;1	NA	NA	NA	NA	1929
NC_005823.1	2269827	unaware	-	2269572;2	NA	NA	NA	NA	1930
NC_005823.1	2270293	unaware	-	NA	NA	NA	NA	2269862;5	1931
NC_005823.1	2270336	unaware	-	NA	NA	NA	2269951;20	2269877;3	1932
NC_005823.1	2270531	LIC_RS09550	-	NA	NA	NA	2270312;1	NA	1933
NC_005823.1	2270562	LIC_RS09550	-	NA	NA	NA	2269877;1	NA	1934
NC_005823.1	2271080	unaware	-	NA	NA	NA	NA	2270738;3	1935
NC_005823.1	2271848	unaware	-	NA	NA	NA	2270885;3	2271046;2	1936
NC_005823.1	2272471	unaware	-	NA	NA	NA	2272096;2	NA	1937
NC_005823.1	2273703	unaware	-	NA	NA	NA	2273157;4	NA	1938
NC_005823.1	2274708	unaware	-	2274245;2	NA	NA	2274521;16	NA	1939
NC_005823.1	2274958	unaware	-	2274811;3	NA	NA	NA	NA	1940
NC_005823.1	2276737	unaware	-	NA	NA	NA	2275458;27	2275474;8	1941
NC_005823.1	2277467	unaware	-	NA	NA	NA	NA	2277055;4	1942
NC_005823.1	2277899	LIC_RS09585	-	NA	NA	NA	2277705;37	NA	1943
NC_005823.1	2277931	LIC_RS09585	-	2277697;3	NA	NA	NA	2277697;24	1944
NC_005823.1	2277931	unaware	-	NA	NA	NA	2277705;86	NA	1944
NC_005823.1	2279561	LIC_RS09595	-	NA	NA	NA	NA	2279348;1	1945
NC_005823.1	2279684	LIC_RS09595	-	NA	NA	NA	NA	2279223;1	1946
NC_005823.1	2279697	LIC_RS09595	-	NA	NA	NA	2278351;3	NA	1947
NC_005823.1	2280781	LIC_RS09600	-	NA	NA	NA	2278706;5	NA	1948
NC_005823.1	2280783	LIC_RS09600	-	2279543;2	NA	NA	NA	NA	1948
NC_005823.1	2280786	LIC_RS09600	-	NA	NA	NA	NA	2279599;3	1948
NC_005823.1	2281134	LIC_RS09600	-	2280747;1	NA	NA	NA	NA	1949
NC_005823.1	2283376	unaware	-	NA	NA	NA	NA	2282968;2	1950
NC_005823.1	2284881	unaware	-	NA	NA	NA	2283945;3	NA	1951
NC_005823.1	2285639	LIC_RS09620	-	NA	NA	NA	NA	2284087;2	1952
